Country/Region,Date,Cases,Death,StartDate,days,CasesLog,DeathLog,CFR,dateStr,CFRStr,NewCase,NewDeath,NewDeathLog,NewCaseLog
China,2020-01-23,643.0,18.0,2020-01-15,8,6.467698726104354,2.9444389791664403,0.027993774806566906,01/23,2.79%,95.0,1.0,0.6931471805599453,4.564348191467836
China,2020-01-24,920.0,26.0,2020-01-15,9,6.825460036255307,3.295836866004329,0.02826086649338408,01/24,2.82%,277.0,8.0,2.1972245773362196,5.627621113690637
China,2020-01-25,1406.0,42.0,2020-01-15,10,7.249215057114389,3.7612001156935624,0.029871975115791243,01/25,2.98%,486.0,16.0,2.833213344056216,6.18826412308259
China,2020-01-26,2075.0,56.0,2020-01-15,11,7.638198244285779,4.04305126783455,0.026987950506604793,01/26,2.69%,669.0,14.0,2.70805020110221,6.507277712385012
China,2020-01-27,2877.0,82.0,2020-01-15,12,7.964850887447313,4.418840607796598,0.028501910722908905,01/27,2.85%,802.0,26.0,3.295836866004329,6.688354713946762
China,2020-01-28,5509.0,131.0,2020-01-15,13,8.61431990214696,4.882801922586371,0.023779269853344165,01/28,2.37%,2632.0,49.0,3.912023005428146,7.87587915949631
China,2020-01-29,6087.0,133.0,2020-01-15,14,8.714074899541522,4.897839799950911,0.021849843570727064,01/29,2.18%,578.0,2.0,1.0986122886681098,6.361302477572996
China,2020-01-30,8141.0,171.0,2020-01-15,15,9.004791129062925,5.147494476813453,0.02100479030825709,01/30,2.10%,2054.0,38.0,3.6635616461296463,7.628031126930335
China,2020-01-31,9802.0,213.0,2020-01-15,16,9.190443740261726,5.365976015021851,0.021730258909097543,01/31,2.17%,1661.0,42.0,3.7612001156935624,7.415776975415394
China,2020-02-01,11891.0,259.0,2020-01-15,17,9.383621184117988,5.560681631015528,0.021781178859800028,02/01,2.17%,2089.0,46.0,3.8501476017100584,7.644919344958857
China,2020-02-02,16630.0,361.0,2020-01-15,18,9.71902370267014,5.8916442118257715,0.02170775693501048,02/02,2.17%,4739.0,102.0,4.634728988229636,8.463792414689122
China,2020-02-03,19716.0,425.0,2020-01-15,19,9.889236486766269,6.054439346269371,0.02155609646197963,02/03,2.15%,3086.0,64.0,4.174387269895637,8.034955024502159
China,2020-02-04,23707.0,491.0,2020-01-15,20,10.073567822907728,6.198478716492308,0.020711182263841135,02/04,2.07%,3991.0,66.0,4.204692619390966,8.292047637431354
China,2020-02-05,27440.0,563.0,2020-01-15,21,10.219793524324475,6.335054251498059,0.020517492636598057,02/05,2.05%,3733.0,72.0,4.290459441148391,8.225235324101668
China,2020-02-06,30587.0,633.0,2020-01-15,22,10.328363054164116,6.452048954437226,0.020695066463873323,02/06,2.06%,3147.0,70.0,4.2626798770413155,8.054522609537294
China,2020-02-07,34110.0,718.0,2020-01-15,23,10.43737519189882,6.577861357721047,0.02104954552609339,02/07,2.10%,3523.0,85.0,4.454347296253507,8.16735198705607
China,2020-02-08,36814.0,805.0,2020-01-15,24,10.513660649802818,6.692083742506628,0.02186668109451111,02/08,2.18%,2704.0,87.0,4.477336814478207,7.902857191280582
China,2020-02-09,39829.0,905.0,2020-01-15,25,10.59237567617569,6.80903930604298,0.022722137079208275,02/09,2.27%,3015.0,100.0,4.61512051684126,8.011686729127847
China,2020-02-10,42354.0,1012.0,2020-01-15,26,10.653841756865651,6.920671504248683,0.02389384704185237,02/10,2.38%,2525.0,107.0,4.68213122712422,7.8343923029104365
China,2020-02-11,44386.0,1112.0,2020-01-15,27,10.700701912755346,7.014814351275545,0.025052944565734817,02/11,2.50%,2032.0,100.0,4.61512051684126,7.617267813628347
China,2020-02-12,44759.0,1117.0,2020-01-15,28,10.709070162425862,7.0192966537150445,0.024955874740374286,02/12,2.49%,373.0,5.0,1.791759469228055,5.924255797414532
China,2020-02-13,59895.0,1369.0,2020-01-15,29,11.00036500391052,7.222566018822171,0.02285666579371122,02/13,2.28%,15136.0,252.0,5.53338948872752,9.624897356762565
China,2020-02-14,66358.0,1521.0,2020-01-15,30,11.102834674871971,7.3277805384216315,0.022921124773318778,02/14,2.29%,6463.0,152.0,5.030437921392435,8.774003600200931
China,2020-02-15,68413.0,1663.0,2020-01-15,31,11.133332761029457,7.416979621381154,0.02430824547336289,02/15,2.43%,2055.0,142.0,4.962844630259907,7.628517626575055
China,2020-02-16,70513.0,1766.0,2020-01-15,32,11.163566550645935,7.4770384723196965,0.025045027122594377,02/16,2.50%,2100.0,103.0,4.6443908991413725,7.650168700845001
China,2020-02-17,72434.0,1864.0,2020-01-15,33,11.190444886975753,7.5310163320779155,0.0257337713977776,02/17,2.57%,1921.0,98.0,4.59511985013459,7.561121589530238
China,2020-02-18,74211.0,2003.0,2020-01-15,34,11.214681141146768,7.602900462204755,0.02699060782499817,02/18,2.69%,1777.0,139.0,4.941642422609304,7.48324441607385
China,2020-02-19,74619.0,2116.0,2020-01-15,35,11.220163846775149,7.6577552711348655,0.028357388830783863,02/19,2.83%,408.0,113.0,4.736198448394496,6.013715156042802
China,2020-02-20,75077.0,2238.0,2020-01-15,36,11.22628285209311,7.713784616598755,0.029809395647389485,02/20,2.98%,458.0,122.0,4.812184355372417,6.129050210060545
China,2020-02-21,75550.0,2238.0,2020-01-15,37,11.232563203880659,7.713784616598755,0.029622766340671385,02/21,2.96%,473.0,0.0,0.0,6.161207321695077
China,2020-02-22,77001.0,2443.0,2020-01-15,38,11.251586674524475,7.8013913202914855,0.03172686064891773,02/22,3.17%,1451.0,205.0,5.327876168789581,7.280697195384741
China,2020-02-23,77022.0,2445.0,2020-01-15,39,11.25185935753217,7.802209316247118,0.031744176947178494,02/23,3.17%,21.0,2.0,1.0986122886681098,3.091042453358316
China,2020-02-24,77241.0,2595.0,2020-01-15,40,11.254698629526748,7.86172707782398,0.03359614708044154,02/24,3.35%,219.0,150.0,5.017279836814924,5.393627546352362
China,2020-02-25,77754.0,2665.0,2020-01-15,41,11.261318136655438,7.888334500738654,0.034274763955198746,02/25,3.42%,513.0,70.0,4.2626798770413155,6.2422232654551655
China,2020-02-26,78166.0,2717.0,2020-01-15,42,11.266602842583593,7.907651594711089,0.03475935824430141,02/26,3.47%,412.0,52.0,3.970291913552122,6.023447592961033
China,2020-02-27,78600.0,2746.0,2020-01-15,43,11.272139700982676,7.918264686095274,0.034936386723999506,02/27,3.49%,434.0,29.0,3.4011973816621555,6.075346031088684
China,2020-02-28,78928.0,2790.0,2020-01-15,44,11.276303993168243,7.934155233536322,0.03534867216279562,02/28,3.53%,328.0,44.0,3.8066624897703196,5.796057750765372
China,2020-02-29,79356.0,2837.0,2020-01-15,45,11.28171193882487,7.950854857719988,0.03575028978810639,02/29,3.57%,428.0,47.0,3.871201010907891,6.061456918928017
China,2020-03-01,79932.0,2872.0,2020-01-15,46,11.288944062756961,7.96311205897929,0.03593054091486446,03/01,3.59%,576.0,35.0,3.58351893845611,6.3578422665081
China,2020-03-02,80136.0,2914.0,2020-01-15,47,11.291492948999805,7.977625098784593,0.03636318254422084,03/02,3.63%,204.0,42.0,3.7612001156935624,5.3230099791384085
China,2020-03-03,80261.0,2947.0,2020-01-15,48,11.293051562523642,7.988882253309227,0.03671770843034885,03/03,3.67%,125.0,33.0,3.5263605246161616,4.836281906951478
China,2020-03-04,80386.0,2983.0,2020-01-15,49,11.294607750551283,8.001019961323651,0.037108451674286,03/04,3.71%,125.0,36.0,3.6109179126442243,4.836281906951478
China,2020-03-05,80537.0,3015.0,2020-01-15,50,11.296484401715691,8.011686729127847,0.03743620939762319,03/05,3.74%,151.0,32.0,3.4965075614664802,5.0238805208462765
China,2020-03-06,80690.0,3044.0,2020-01-15,51,11.29838232387519,8.021256180143997,0.03772462506168717,03/06,3.77%,153.0,29.0,3.4011973816621555,5.0369526024136295
China,2020-03-07,80770.0,3072.0,2020-01-15,52,11.299373269194168,8.030409562130485,0.038033923439353814,03/07,3.80%,80.0,28.0,3.367295829986474,4.394449154672439
China,2020-03-08,80823.0,3100.0,2020-01-15,53,11.300029230107569,8.03947991910045,0.03835541858337921,03/08,3.83%,53.0,28.0,3.367295829986474,3.9889840465642745
China,2020-03-09,80860.0,3123.0,2020-01-15,54,11.300486910172458,8.046869510959576,0.038622310117954105,03/09,3.86%,37.0,23.0,3.1780538303479458,3.6375861597263857
China,2020-03-10,80887.0,3139.0,2020-01-15,55,11.300820760771234,8.0519780789023,0.03880722484601082,03/10,3.88%,27.0,16.0,2.833213344056216,3.332204510175204
China,2020-03-11,80921.0,3161.0,2020-01-15,56,11.301241006744913,8.058960017769417,0.03906278958606197,03/11,3.90%,34.0,22.0,3.1354942159291497,3.5553480614894135
China,2020-03-12,80932.0,3172.0,2020-01-15,57,11.301376930874744,8.062432791583195,0.039193396877386696,03/12,3.91%,11.0,11.0,2.4849066497880004,2.4849066497880004
China,2020-03-13,80945.0,3180.0,2020-01-15,58,11.301537544666871,8.064950891749143,0.03928593484552976,03/13,3.92%,13.0,8.0,2.1972245773362196,2.6390573296152584
China,2020-03-14,80977.0,3193.0,2020-01-15,59,11.301932791825003,8.069029328774958,0.03943094948018456,03/14,3.94%,32.0,13.0,2.6390573296152584,3.4965075614664802
China,2020-03-15,81003.0,3203.0,2020-01-15,60,11.302253815151339,8.07215530818825,0.03954174531864036,03/15,3.95%,26.0,10.0,2.3978952727983707,3.295836866004329
China,2020-03-16,81033.0,3217.0,2020-01-15,61,11.302624098669314,8.076515327552329,0.03969987531042923,03/16,3.96%,30.0,14.0,2.70805020110221,3.4339872044851463
China,2020-03-17,81058.0,3230.0,2020-01-15,62,11.30293256356537,8.080546965824498,0.039848010017705826,03/17,3.98%,25.0,13.0,2.6390573296152584,3.258096538021482
China,2020-03-18,81102.0,3241.0,2020-01-15,63,11.30347523078802,8.08394570229562,0.03996202308209166,03/18,3.99%,44.0,11.0,2.4849066497880004,3.8066624897703196
China,2020-03-19,81156.0,3249.0,2020-01-15,64,11.304140829234878,8.086410275323782,0.040034008526746004,03/19,4.00%,54.0,8.0,2.1972245773362196,4.007333185232471
China,2020-03-20,81250.0,3253.0,2020-01-15,65,11.305298407808552,8.087640287778983,0.04003692302764686,03/20,4.00%,94.0,4.0,1.6094379124341003,4.553876891600541
China,2020-03-21,81305.0,3259.0,2020-01-15,66,11.305975093550769,8.089482474360754,0.040083635643461485,03/21,4.00%,55.0,6.0,1.9459101490553132,4.02535169073515
China,2020-03-22,81435.0,3274.0,2020-01-15,67,11.307572714664568,8.094073148069352,0.04020384350684123,03/22,4.02%,130.0,15.0,2.772588722239781,4.875197323201151
China,2020-03-23,81498.0,3274.0,2020-01-15,68,11.308346029215027,8.094073148069352,0.04017276492653468,03/23,4.01%,63.0,0.0,0.0,4.1588830833596715
China,2020-03-24,81591.0,3281.0,2020-01-15,69,11.309486496930354,8.096208271650037,0.04021276851587458,03/24,4.02%,93.0,7.0,2.0794415416798357,4.543294782270004
France,2020-01-25,3.0,0.0,2020-03-01,-36,1.3862943611198906,0.0,0.0,01/25,0.0%,1.0,0.0,0.0,0.6931471805599453
France,2020-01-26,3.0,0.0,2020-03-01,-35,1.3862943611198906,0.0,0.0,01/26,0.0%,0.0,0.0,0.0,0.0
France,2020-01-27,3.0,0.0,2020-03-01,-34,1.3862943611198906,0.0,0.0,01/27,0.0%,0.0,0.0,0.0,0.0
France,2020-01-28,4.0,0.0,2020-03-01,-33,1.6094379124341003,0.0,0.0,01/28,0.0%,1.0,0.0,0.0,0.6931471805599453
France,2020-01-29,5.0,0.0,2020-03-01,-32,1.791759469228055,0.0,0.0,01/29,0.0%,1.0,0.0,0.0,0.6931471805599453
France,2020-01-30,5.0,0.0,2020-03-01,-31,1.791759469228055,0.0,0.0,01/30,0.0%,0.0,0.0,0.0,0.0
France,2020-01-31,5.0,0.0,2020-03-01,-30,1.791759469228055,0.0,0.0,01/31,0.0%,0.0,0.0,0.0,0.0
France,2020-02-01,6.0,0.0,2020-03-01,-29,1.9459101490553132,0.0,0.0,02/01,0.0%,1.0,0.0,0.0,0.6931471805599453
France,2020-02-02,6.0,0.0,2020-03-01,-28,1.9459101490553132,0.0,0.0,02/02,0.0%,0.0,0.0,0.0,0.0
France,2020-02-03,6.0,0.0,2020-03-01,-27,1.9459101490553132,0.0,0.0,02/03,0.0%,0.0,0.0,0.0,0.0
France,2020-02-04,6.0,0.0,2020-03-01,-26,1.9459101490553132,0.0,0.0,02/04,0.0%,0.0,0.0,0.0,0.0
France,2020-02-05,6.0,0.0,2020-03-01,-25,1.9459101490553132,0.0,0.0,02/05,0.0%,0.0,0.0,0.0,0.0
France,2020-02-06,6.0,0.0,2020-03-01,-24,1.9459101490553132,0.0,0.0,02/06,0.0%,0.0,0.0,0.0,0.0
France,2020-02-07,6.0,0.0,2020-03-01,-23,1.9459101490553132,0.0,0.0,02/07,0.0%,0.0,0.0,0.0,0.0
France,2020-02-08,11.0,0.0,2020-03-01,-22,2.4849066497880004,0.0,0.0,02/08,0.0%,5.0,0.0,0.0,1.791759469228055
France,2020-02-09,11.0,0.0,2020-03-01,-21,2.4849066497880004,0.0,0.0,02/09,0.0%,0.0,0.0,0.0,0.0
France,2020-02-10,11.0,0.0,2020-03-01,-20,2.4849066497880004,0.0,0.0,02/10,0.0%,0.0,0.0,0.0,0.0
France,2020-02-11,11.0,0.0,2020-03-01,-19,2.4849066497880004,0.0,0.0,02/11,0.0%,0.0,0.0,0.0,0.0
France,2020-02-12,11.0,0.0,2020-03-01,-18,2.4849066497880004,0.0,0.0,02/12,0.0%,0.0,0.0,0.0,0.0
France,2020-02-13,11.0,0.0,2020-03-01,-17,2.4849066497880004,0.0,0.0,02/13,0.0%,0.0,0.0,0.0,0.0
France,2020-02-14,11.0,0.0,2020-03-01,-16,2.4849066497880004,0.0,0.0,02/14,0.0%,0.0,0.0,0.0,0.0
France,2020-02-15,12.0,1.0,2020-03-01,-15,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/15,8.33%,1.0,1.0,0.6931471805599453,0.6931471805599453
France,2020-02-16,12.0,1.0,2020-03-01,-14,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/16,8.33%,0.0,0.0,0.0,0.0
France,2020-02-17,12.0,1.0,2020-03-01,-13,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/17,8.33%,0.0,0.0,0.0,0.0
France,2020-02-18,12.0,1.0,2020-03-01,-12,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/18,8.33%,0.0,0.0,0.0,0.0
France,2020-02-19,12.0,1.0,2020-03-01,-11,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/19,8.33%,0.0,0.0,0.0,0.0
France,2020-02-20,12.0,1.0,2020-03-01,-10,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/20,8.33%,0.0,0.0,0.0,0.0
France,2020-02-21,12.0,1.0,2020-03-01,-9,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/21,8.33%,0.0,0.0,0.0,0.0
France,2020-02-22,12.0,1.0,2020-03-01,-8,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/22,8.33%,0.0,0.0,0.0,0.0
France,2020-02-23,12.0,1.0,2020-03-01,-7,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/23,8.33%,0.0,0.0,0.0,0.0
France,2020-02-24,12.0,1.0,2020-03-01,-6,2.5649493574615367,0.6931471805599453,0.08333263889467588,02/24,8.33%,0.0,0.0,0.0,0.0
France,2020-02-25,14.0,1.0,2020-03-01,-5,2.70805020110221,0.6931471805599453,0.07142806122813408,02/25,7.14%,2.0,0.0,0.0,1.0986122886681098
France,2020-02-26,18.0,2.0,2020-03-01,-4,2.9444389791664403,1.0986122886681098,0.11111049383058984,02/26,11.1%,4.0,1.0,0.6931471805599453,1.6094379124341003
France,2020-02-27,38.0,2.0,2020-03-01,-3,3.6635616461296463,1.0986122886681098,0.05263144044357777,02/27,5.26%,20.0,0.0,0.0,3.044522437723423
France,2020-02-28,57.0,2.0,2020-03-01,-2,4.060443010546419,1.0986122886681098,0.03508765774095133,02/28,3.50%,19.0,0.0,0.0,2.995732273553991
France,2020-02-29,100.0,2.0,2020-03-01,-1,4.61512051684126,1.0986122886681098,0.01999998000002,02/29,1.99%,43.0,0.0,0.0,3.784189633918261
France,2020-03-01,130.0,2.0,2020-03-01,0,4.875197323201151,1.0986122886681098,0.015384603550304961,03/01,1.53%,30.0,0.0,0.0,3.4339872044851463
France,2020-03-02,191.0,3.0,2020-03-01,1,5.2574953720277815,1.3862943611198906,0.015706798059268032,03/02,1.57%,61.0,1.0,0.6931471805599453,4.127134385045092
France,2020-03-03,204.0,4.0,2020-03-01,2,5.3230099791384085,1.6094379124341003,0.0196078335255718,03/03,1.96%,13.0,1.0,0.6931471805599453,2.6390573296152584
France,2020-03-04,288.0,4.0,2020-03-01,3,5.666426688112432,1.6094379124341003,0.0138888840663597,03/04,1.38%,84.0,0.0,0.0,4.442651256490317
France,2020-03-05,380.0,6.0,2020-03-01,4,5.942799375126701,1.9459101490553132,0.015789469529086966,03/05,1.57%,92.0,2.0,1.0986122886681098,4.532599493153256
France,2020-03-06,656.0,9.0,2020-03-01,5,6.48768401848461,2.302585092994046,0.013719510103733217,03/06,1.37%,276.0,3.0,1.3862943611198906,5.6240175061873385
France,2020-03-07,959.0,11.0,2020-03-01,6,6.866933284461882,2.4849066497880004,0.011470280347207472,03/07,1.14%,303.0,2.0,1.0986122886681098,5.717027701406222
France,2020-03-08,1136.0,19.0,2020-03-01,7,7.036148493750536,2.995732273553991,0.016725350640374063,03/08,1.67%,177.0,8.0,2.1972245773362196,5.181783550292085
France,2020-03-09,1219.0,19.0,2020-03-01,8,7.106606137727303,2.995732273553991,0.015586545070833055,03/09,1.55%,83.0,0.0,0.0,4.430816798843313
France,2020-03-10,1794.0,33.0,2020-03-01,9,7.492760300922379,3.5263605246161616,0.01839464780408875,03/10,1.83%,575.0,14.0,2.70805020110221,6.3561076606958915
France,2020-03-11,2293.0,48.0,2020-03-01,10,7.738052297689316,3.8918202981106265,0.020933274272425893,03/11,2.09%,499.0,15.0,2.772588722239781,6.214608098422191
France,2020-03-12,2293.0,48.0,2020-03-01,11,7.738052297689316,3.8918202981106265,0.020933274272425893,03/12,2.09%,0.0,0.0,0.0,0.0
France,2020-03-13,3681.0,79.0,2020-03-01,12,8.211211361793023,4.382026634673881,0.021461558775833774,03/13,2.14%,1388.0,31.0,3.4657359027997265,7.236339342754344
France,2020-03-14,4496.0,91.0,2020-03-01,13,8.411165786770708,4.5217885770490405,0.020240213072948997,03/14,2.02%,815.0,12.0,2.5649493574615367,6.704414354964107
France,2020-03-15,4532.0,91.0,2020-03-01,14,8.41913925094085,4.5217885770490405,0.020079434684919798,03/15,2.00%,36.0,0.0,0.0,3.6109179126442243
France,2020-03-16,6683.0,149.0,2020-03-01,15,8.807471889715284,5.0106352940962555,0.02229537599438312,03/16,2.22%,2151.0,58.0,4.07753744390572,7.674152921281675
France,2020-03-17,7715.0,149.0,2020-03-01,16,8.951051374025619,5.0106352940962555,0.019313026321282872,03/17,1.93%,1032.0,0.0,0.0,6.940222469119639
France,2020-03-18,9124.0,149.0,2020-03-01,17,9.118773178450692,5.0106352940962555,0.016330556594360408,03/18,1.63%,1409.0,0.0,0.0,7.251344983372214
